86506	chr1	17369	17436	-
70011	chr1	30366	30503	+
89495	chr1	187891	187958	-
132982	chr1	632615	632685	-
65004	chr1	1167104	1167198	+
65383	chr1	1167863	1167952	+
66253	chr1	1169005	1169087	+
86372	chr1	1296110	1296170	-
86373	chr1	1312502	1312566	-
86454	chr1	1339650	1339708	-
79249	chr1	3127975	3128035	+
68082	chr1	3560695	3560790	-
80700	chr1	5862672	5862741	-
79252	chr1	6429834	6429896	-
86374	chr1	8866502	8866590	-
64939	chr1	9151668	9151777	-
82686	chr1	9967381	9967458	+
86375	chr1	12029158	12029222	+
88594	chr1	12166943	12167038	+
80637	chr1	12191713	12191773	+
86376	chr1	12578957	12579023	-
79461	chr1	16858949	16859021	-
80370	chr1	17277889	17277975	+
80706	chr1	18883202	18883275	-
70001	chr1	18897071	18897148	-
83336	chr1	20633679	20633788	+
70038	chr1	20988314	20988432	-
80142	chr1	22266239	22266300	+
83968	chr1	22633258	22633366	-
80694	chr1	22719517	22719598	+
79248	chr1	22863159	22863226	-
77541	chr1	23044305	23044372	+
80144	chr1	23929070	23929147	+
86377	chr1	24919345	24919416	-
80152	chr1	25023503	25023586	+
79543	chr1	25906362	25906454	-
73549	chr1	26554542	26554593	+
80145	chr1	30739156	30739232	-
79250	chr1	31758660	31758735	-
82524	chr1	32086949	32087007	+
79381	chr1	33332393	33332492	-
68083	chr1	34669599	34669694	-
79251	chr1	37161563	37161634	+
86378	chr1	37480230	37480289	+
82518	chr1	37500935	37500994	-
79445	chr1	38089231	38089329	+
65395	chr1	40754355	40754446	+
65382	chr1	40757284	40757372	+
86379	chr1	43171652	43171712	-
86380	chr1	43364648	43364715	-
86381	chr1	43448539	43448611	+
83331	chr1	43838622	43838683	+
82523	chr1	44545493	44545552	+
80146	chr1	51059837	51059905	+
84514	chr1	51060018	51060103	+
68301	chr1	51836344	51836402	-
80804	chr1	54054079	54054154	+
80147	chr1	55225641	55225723	+
80723	chr1	59733227	59733296	-
132976	chr1	61846075	61846176	+
77542	chr1	62078786	62078859	+
77543	chr1	62078789	62078856	-
83320	chr1	63326925	63326984	-
80819	chr1	64579847	64579923	+
79457	chr1	65057755	65057842	-
64782	chr1	65058434	65058508	-
77544	chr1	66628440	66628517	+
70044	chr1	68183518	68183610	-
65140	chr1	71067631	71067716	-
86826	chr1	77060143	77060202	+
80148	chr1	85133794	85133873	+
88604	chr1	86357632	86357687	-
69242	chr1	93846832	93846911	+
132977	chr1	94543702	94543779	+
79861	chr1	98045242	98045351	-
65111	chr1	98046070	98046171	-
68084	chr1	100281241	100281308	+
88600	chr1	107897223	107897304	+
64912	chr1	109598893	109598967	+
79243	chr1	112461770	112461833	-
130064	chr1	112882050	112882129	+
80150	chr1	116560024	116560111	-
68281	chr1	116671746	116671817	+
69430	chr1	117094643	117094728	+
86382	chr1	145850587	145850645	-
81583	chr1	148334479	148334554	-
83329	chr1	148388282	148388363	+
86526	chr1	150492345	150492410	+
79244	chr1	150551929	150552014	+
68085	chr1	151545796	151545891	+
88996	chr1	153689705	153689793	-
86383	chr1	153962351	153962420	-
82687	chr1	154104521	154104592	-
69221	chr1	154193665	154193743	-
79245	chr1	154975693	154975783	+
68086	chr1	155195177	155195272	+
68087	chr1	155346350	155346445	-
86384	chr1	155951273	155951336	-
65123	chr1	156420341	156420429	-
68810	chr1	156936131	156936244	-
79246	chr1	159899979	159900079	-
81622	chr1	161227186	161227261	+
80660	chr1	162157107	162157182	+
68088	chr1	162342546	162342640	+
79443	chr1	165907921	165907976	+
69381	chr1	166154743	166154798	-
70083	chr1	167998660	167998726	+
68089	chr1	168375524	168375621	+
77549	chr1	170151378	170151462	+
77548	chr1	170151378	170151462	-
70006	chr1	171101728	171101806	-
82528	chr1	171101739	171101798	+
64956	chr1	172138798	172138907	-
77550	chr1	172138808	172138888	+
64947	chr1	172144535	172144644	-
125886	chr1	175968370	175968479	-
67650	chr1	177029363	177029445	-
80151	chr1	178677749	178677834	+
132960	chr1	179803924	179804025	+
77551	chr1	180438314	180438390	-
80153	chr1	192716328	192716390	+
70072	chr1	193136503	193136583	+
80750	chr1	196582413	196582481	-
64941	chr1	198858873	198858982	-
64955	chr1	198859044	198859153	-
81626	chr1	201719508	201719627	+
69971	chr1	201808611	201808702	+
86385	chr1	201863373	201863447	+
86386	chr1	202003124	202003236	+
65453	chr1	205448302	205448398	-
86507	chr1	206474803	206474864	+
65381	chr1	207801852	207801939	-
64784	chr1	207802443	207802523	-
64951	chr1	209432133	209432242	+
79247	chr1	209623444	209623510	-
77552	chr1	212077613	212077685	+
64957	chr1	220117853	220117962	-
65144	chr1	220118157	220118241	-
70088	chr1	220200538	220200619	-
68294	chr1	224257040	224257110	-
80758	chr1	224398227	224398311	-
86387	chr1	225922080	225922142	-
81549	chr1	227941590	227941683	-
79396	chr1	228097263	228097341	+
86388	chr1	228397048	228397109	-
80674	chr1	228462074	228462152	+
69925	chr1	231019828	231019924	-
80154	chr1	233624152	233624219	+
80680	chr1	234306467	234306539	+
80770	chr1	235190034	235190116	-
70884	chr1	235853000	235853060	-
80155	chr1	237471119	237471191	+
77553	chr1	241132272	241132346	+
80686	chr1	243346176	243346255	+
79542	chr1	247201967	247202060	-
77554	chr1	248826377	248826443	+
86828	chr2	5974662	5974732	+
87549	chr2	6650373	6650439	+
79256	chr2	10192614	10192671	-
80156	chr2	11540605	11540677	-
77555	chr2	11767444	11767525	+
79260	chr2	11836933	11836986	-
79467	chr2	12199130	12199201	+
77556	chr2	12737367	12737444	+
80776	chr2	19348429	19348505	+
68287	chr2	25328640	25328721	-
79264	chr2	27996367	27996449	+
68090	chr2	32532153	32532246	+
80784	chr2	32635255	32635331	+
80157	chr2	33418516	33418564	+
80158	chr2	35471405	35471486	+
68091	chr2	47377675	47377770	+
88824	chr2	49059603	49059658	+
90477	chr2	50696172	50696262	-
80159	chr2	52702522	52702615	-
79468	chr2	53849122	53849205	-
64959	chr2	55982967	55983076	-
64958	chr2	55988950	55989059	-
69244	chr2	56000714	56000795	-
80160	chr2	60387362	60387445	-
81627	chr2	62205826	62205917	+
88589	chr2	64340747	64340848	-
80161	chr2	64340759	64340839	+
80162	chr2	64525513	64525565	+
80800	chr2	66358249	66358328	-
77557	chr2	69103682	69103755	+
69996	chr2	70252918	70253005	-
81539	chr2	75090812	75090914	+
79265	chr2	79649294	79649359	-
88993	chr2	79866495	79866583	-
83323	chr2	85783600	85783677	-
80801	chr2	86193026	86193108	-
80790	chr2	87194786	87194859	+
80163	chr2	87629755	87629834	+
80802	chr2	88082519	88082599	-
80164	chr2	88812370	88812454	+
